0.200,1.200,0.700,0.800,4.800,1.500,-0.100,0.100,0.100
0.400,1.200,0.700,0.800,4.800,1.500,-0.100,0.100,0.100
0.600,1.200,0.700,0.800,4.800,1.500,-0.100,0.100,0.100
0.800,1.200,0.700,0.800,4.800,1.500,-0.100,0.100,0.100
1.000,1.200,0.700,0.800,4.800,1.500,-0.100,0.100,0.100
1.200,1.200,0.700,0.800,4.800,1.500,-0.100,0.100,0.100
1.400,1.200,0.700,0.800,4.800,1.500,-0.100,0.100,0.100
1.600,1.200,0.700,0.800,4.800,1.500,-0.100,0.100,0.100
1.800,0.300,0.600,0.700,-1.100,-1.100,-0.700,-0.300,0.200
2.000,0.300,0.600,0.700,-1.100,-1.100,-0.700,-0.300,0.200
2.200,0.300,0.600,0.700,-1.100,-1.100,-0.700,-0.300,0.200
2.400,0.300,0.600,0.700,-1.100,-1.100,-0.700,-0.300,0.200
2.600,0.300,0.600,0.700,-1.100,-1.100,-0.700,-0.300,0.200
2.800,0.300,0.600,0.700,-1.100,-1.100,-0.700,-0.300,0.200
3.000,0.300,0.600,0.700,-1.100,-1.100,-0.700,-0.300,0.200
3.200,0.300,0.600,0.700,-1.100,-1.100,-0.700,-0.300,0.200
3.400,-0.500,-0.400,-1.500,1.100,1.900,0.500,-0.200,-0.200
3.600,-0.500,-0.400,-1.500,1.100,1.900,0.500,-0.200,-0.200
3.800,-0.500,-0.400,-1.500,1.100,1.900,0.500,-0.200,-0.200
4.000,-0.500,-0.400,-1.500,1.100,1.900,0.500,-0.200,-0.200
4.200,-0.500,-0.400,-1.500,1.100,1.900,0.500,-0.200,-0.200
4.400,-0.500,-0.400,-1.500,1.100,1.900,0.500,-0.200,-0.200
4.600,-0.500,-0.400,-1.500,1.100,1.900,0.500,-0.200,-0.200
4.800,-0.500,-0.400,-1.500,1.100,1.900,0.500,-0.200,-0.200
5.000,-0.200,-0.400,1.000,1.300,-0.400,0.600,-0.300,-0.100
5.200,-0.200,-0.400,1.000,1.300,-0.400,0.600,-0.300,-0.100
5.400,-0.200,-0.400,1.000,1.300,-0.400,0.600,-0.300,-0.100
5.600,-0.200,-0.400,1.000,1.300,-0.400,0.600,-0.300,-0.100
5.800,-0.200,-0.400,1.000,1.300,-0.400,0.600,-0.300,-0.100
6.000,-0.200,-0.400,1.000,1.300,-0.400,0.600,-0.300,-0.100
6.200,-0.200,-0.400,1.000,1.300,-0.400,0.600,-0.300,-0.100
6.400,-0.200,-0.400,1.000,1.300,-0.400,0.600,-0.300,-0.100
6.600,-0.200,-0.100,0.600,0.500,-0.600,-0.200,-0.100,-0.100
6.800,-0.200,-0.100,0.600,0.500,-0.600,-0.200,-0.100,-0.100
7.000,-0.200,-0.100,0.600,0.500,-0.600,-0.200,-0.100,-0.100
7.200,-0.200,-0.100,0.600,0.500,-0.600,-0.200,-0.100,-0.100
7.400,-0.200,-0.100,0.600,0.500,-0.600,-0.200,-0.100,-0.100
7.600,-0.200,-0.100,0.600,0.500,-0.600,-0.200,-0.100,-0.100
7.800,-0.200,-0.100,0.600,0.500,-0.600,-0.200,-0.100,-0.100
8.000,-0.200,-0.100,0.600,0.500,-0.600,-0.200,-0.100,-0.100
8.200,0.000,0.300,1.600,0.100,-1.300,-0.600,0.000,-0.200
8.400,0.000,0.300,1.600,0.100,-1.300,-0.600,0.000,-0.200
8.600,0.000,0.300,1.600,0.100,-1.300,-0.600,0.000,-0.200
8.800,0.000,0.300,1.600,0.100,-1.300,-0.600,0.000,-0.200
9.000,0.000,0.300,1.600,0.100,-1.300,-0.600,0.000,-0.200
9.200,0.000,0.300,1.600,0.100,-1.300,-0.600,0.000,-0.200
9.400,0.000,0.300,1.600,0.100,-1.300,-0.600,0.000,-0.200
9.600,0.000,0.300,1.600,0.100,-1.300,-0.600,0.000,-0.200
9.800,-0.400,-1.000,-2.400,0.000,1.600,-0.300,-0.100,-0.200
10.000,-0.400,-1.000,-2.400,0.000,1.600,-0.300,-0.100,-0.200
10.200,-0.400,-1.000,-2.400,0.000,1.600,-0.300,-0.100,-0.200
10.400,-0.400,-1.000,-2.400,0.000,1.600,-0.300,-0.100,-0.200
10.600,-0.400,-1.000,-2.400,0.000,1.600,-0.300,-0.100,-0.200
10.800,-0.400,-1.000,-2.400,0.000,1.600,-0.300,-0.100,-0.200
11.000,-0.400,-1.000,-2.400,0.000,1.600,-0.300,-0.100,-0.200
11.200,-0.400,-1.000,-2.400,0.000,1.600,-0.300,-0.100,-0.200
11.400,0.200,0.500,-0.200,-1.100,-0.400,0.100,0.100,0.000
11.600,0.200,0.500,-0.200,-1.100,-0.400,0.100,0.100,0.000
11.800,0.200,0.500,-0.200,-1.100,-0.400,0.100,0.100,0.000
12.000,0.200,0.500,-0.200,-1.100,-0.400,0.100,0.100,0.000
12.200,0.200,0.500,-0.200,-1.100,-0.400,0.100,0.100,0.000
12.400,0.200,0.500,-0.200,-1.100,-0.400,0.100,0.100,0.000
12.600,0.200,0.500,-0.200,-1.100,-0.400,0.100,0.100,0.000
12.800,0.200,0.500,-0.200,-1.100,-0.400,0.100,0.100,0.000
13.000,-0.400,-0.900,-1.400,-1.600,-0.600,0.000,-0.300,-0.100
13.200,-0.400,-0.900,-1.400,-1.600,-0.600,0.000,-0.300,-0.100
13.400,-0.400,-0.900,-1.400,-1.600,-0.600,0.000,-0.300,-0.100
13.600,-0.400,-0.900,-1.400,-1.600,-0.600,0.000,-0.300,-0.100
13.800,-0.400,-0.900,-1.400,-1.600,-0.600,0.000,-0.300,-0.100
14.000,-0.400,-0.900,-1.400,-1.600,-0.600,0.000,-0.300,-0.100
14.200,-0.400,-0.900,-1.400,-1.600,-0.600,0.000,-0.300,-0.100
14.400,-0.400,-0.900,-1.400,-1.600,-0.600,0.000,-0.300,-0.100
14.600,-0.200,-0.300,-0.800,0.100,-0.200,-0.400,-0.200,-0.200
14.800,-0.200,-0.300,-0.800,0.100,-0.200,-0.400,-0.200,-0.200
15.000,-0.200,-0.300,-0.800,0.100,-0.200,-0.400,-0.200,-0.200
15.200,-0.200,-0.300,-0.800,0.100,-0.200,-0.400,-0.200,-0.200
15.400,-0.200,-0.300,-0.800,0.100,-0.200,-0.400,-0.200,-0.200
15.600,-0.200,-0.300,-0.800,0.100,-0.200,-0.400,-0.200,-0.200
15.800,-0.200,-0.300,-0.800,0.100,-0.200,-0.400,-0.200,-0.200
16.000,-0.200,-0.300,-0.800,0.100,-0.200,-0.400,-0.200,-0.200
16.200,0.000,-0.100,0.500,1.000,0.800,0.000,0.000,-0.100
16.400,0.000,-0.100,0.500,1.000,0.800,0.000,0.000,-0.100
16.600,0.000,-0.100,0.500,1.000,0.800,0.000,0.000,-0.100
16.800,0.000,-0.100,0.500,1.000,0.800,0.000,0.000,-0.100
17.000,0.000,-0.100,0.500,1.000,0.800,0.000,0.000,-0.100
17.200,0.000,-0.100,0.500,1.000,0.800,0.000,0.000,-0.100
17.400,0.000,-0.100,0.500,1.000,0.800,0.000,0.000,-0.100
17.600,0.000,-0.100,0.500,1.000,0.800,0.000,0.000,-0.100
17.800,0.000,-0.100,-0.600,-1.000,0.600,3.300,0.500,0.200
18.000,0.000,-0.100,-0.600,-1.000,0.600,3.300,0.500,0.200
18.200,0.000,-0.100,-0.600,-1.000,0.600,3.300,0.500,0.200
18.400,0.000,-0.100,-0.600,-1.000,0.600,3.300,0.500,0.200
18.600,0.000,-0.100,-0.600,-1.000,0.600,3.300,0.500,0.200
18.800,0.000,-0.100,-0.600,-1.000,0.600,3.300,0.500,0.200
19.000,0.000,-0.100,-0.600,-1.000,0.600,3.300,0.500,0.200
19.200,0.000,-0.100,-0.600,-1.000,0.600,3.300,0.500,0.200
19.400,0.300,0.500,1.300,1.300,0.300,0.000,0.100,0.000
19.600,0.300,0.500,1.300,1.300,0.300,0.000,0.100,0.000
19.800,0.300,0.500,1.300,1.300,0.300,0.000,0.100,0.000
20.000,0.300,0.500,1.300,1.300,0.300,0.000,0.100,0.000
20.200,0.300,0.500,1.300,1.300,0.300,0.000,0.100,0.000
20.400,0.300,0.500,1.300,1.300,0.300,0.000,0.100,0.000
20.600,0.300,0.500,1.300,1.300,0.300,0.000,0.100,0.000
20.800,0.300,0.500,1.300,1.300,0.300,0.000,0.100,0.000
21.000,-0.100,-0.600,-0.400,-0.900,0.200,-0.100,-0.100,0.100
21.200,-0.100,-0.600,-0.400,-0.900,0.200,-0.100,-0.100,0.100
21.400,-0.100,-0.600,-0.400,-0.900,0.200,-0.100,-0.100,0.100
21.600,-0.100,-0.600,-0.400,-0.900,0.200,-0.100,-0.100,0.100
21.800,-0.100,-0.600,-0.400,-0.900,0.200,-0.100,-0.100,0.100
